expiry,T,strike,type,market_price,bid,ask,iv,volume,oi
2026-08-07,0.019178082191780823,225.0,put,0.1,0.0,0.0,0.500005,3.0,0.0
2026-08-07,0.019178082191780823,230.0,put,0.2,0.0,0.0,0.500005,1.0,0.0
2026-08-07,0.019178082191780823,235.0,put,0.2,0.0,0.0,0.500005,2.0,0.0
2026-08-07,0.019178082191780823,240.0,put,0.2,0.0,0.0,0.500005,2.0,0.0
2026-08-07,0.019178082191780823,245.0,put,0.2,0.0,0.0,0.500005,1.0,0.0
2026-08-07,0.019178082191780823,250.0,put,0.02,0.0,0.0,0.500005,,0.0
2026-08-07,0.019178082191780823,255.0,put,0.02,0.0,0.0,0.500005,,0.0
2026-08-07,0.019178082191780823,260.0,put,0.12,0.0,0.0,0.500005,,0.0
2026-08-07,0.019178082191780823,265.0,put,0.1,0.0,0.0,0.2500075,1.0,0.0
2026-08-07,0.019178082191780823,270.0,put,0.2,0.0,0.0,0.2500075,1.0,0.0
2026-08-07,0.019178082191780823,275.0,put,0.02,0.0,0.0,0.2500075,18.0,0.0
2026-08-07,0.019178082191780823,280.0,put,0.18,0.0,0.0,0.2500075,41.0,0.0
2026-08-07,0.019178082191780823,285.0,put,0.4,0.0,0.0,0.2500075,1.0,0.0
2026-08-07,0.019178082191780823,290.0,put,0.12,0.0,0.0,0.2500075,2.0,0.0
2026-08-07,0.019178082191780823,295.0,put,0.14,0.0,0.0,0.2500075,13.0,0.0
2026-08-07,0.019178082191780823,300.0,put,0.05,0.0,0.0,0.2500075,16.0,0.0
2026-08-07,0.019178082191780823,305.0,put,0.19,0.0,0.0,0.12500875,183.0,0.0
2026-08-07,0.019178082191780823,310.0,put,0.08,0.0,0.0,0.12500875,218.0,0.0
2026-08-07,0.019178082191780823,315.0,put,0.11,0.0,0.0,0.12500875,71.0,0.0
2026-08-07,0.019178082191780823,320.0,put,0.2,0.0,0.0,0.12500875,21.0,0.0
2026-08-07,0.019178082191780823,322.5,put,0.45,0.0,0.0,0.12500875,23.0,0.0
2026-08-07,0.019178082191780823,325.0,put,0.6,0.0,0.0,0.062509375,27.0,0.0
2026-08-07,0.019178082191780823,327.5,put,0.75,0.0,0.0,0.062509375,35.0,0.0
2026-08-07,0.019178082191780823,330.0,put,1.15,0.0,0.0,0.062509375,593.0,0.0
2026-08-07,0.019178082191780823,332.5,put,1.46,0.0,0.0,0.062509375,39.0,0.0
2026-08-07,0.019178082191780823,335.0,put,1.95,0.0,0.0,0.0312596875,163.0,0.0
2026-08-07,0.019178082191780823,337.5,put,2.56,0.0,0.0,0.0312596875,68.0,0.0
2026-08-07,0.019178082191780823,340.0,put,3.1,0.0,0.0,0.015634843750000002,228.0,0.0
2026-08-07,0.019178082191780823,342.5,put,4.5,0.0,0.0,0.007822421875,18.0,0.0
2026-08-07,0.019178082191780823,345.0,put,5.04,0.0,0.0,1.0000000000000003e-05,254.0,0.0
2026-08-07,0.019178082191780823,347.5,put,6.57,0.0,0.0,1.0000000000000003e-05,83.0,0.0
2026-08-07,0.019178082191780823,350.0,put,7.85,0.0,0.0,1.0000000000000003e-05,575.0,0.0
2026-08-07,0.019178082191780823,352.5,put,8.26,0.0,0.0,1.0000000000000003e-05,166.0,0.0
2026-08-07,0.019178082191780823,355.0,put,7.9,0.0,0.0,1.0000000000000003e-05,65.0,0.0
2026-08-07,0.019178082191780823,360.0,put,12.8,0.0,0.0,1.0000000000000003e-05,4.0,0.0
2026-08-07,0.019178082191780823,365.0,put,14.36,0.0,0.0,1.0000000000000003e-05,4.0,0.0
2026-08-07,0.019178082191780823,385.0,put,44.95,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-08-07,0.019178082191780823,390.0,put,55.57,0.0,0.0,1.0000000000000003e-05,,0.0
2026-08-14,0.038356164383561646,255.0,call,86.5,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-08-14,0.038356164383561646,270.0,call,70.15,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-08-14,0.038356164383561646,280.0,call,63.2,0.0,0.0,1.0000000000000003e-05,,0.0
2026-08-14,0.038356164383561646,300.0,call,36.0,0.0,0.0,1.0000000000000003e-05,,0.0
2026-08-14,0.038356164383561646,305.0,call,36.81,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-08-14,0.038356164383561646,310.0,call,35.56,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-08-14,0.038356164383561646,315.0,call,38.3,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-08-14,0.038356164383561646,320.0,call,37.15,0.0,0.0,1.0000000000000003e-05,5.0,0.0
2026-08-14,0.038356164383561646,325.0,call,30.3,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-08-14,0.038356164383561646,330.0,call,20.56,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-08-14,0.038356164383561646,335.0,call,13.93,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-08-14,0.038356164383561646,340.0,call,10.93,0.0,0.0,1.0000000000000003e-05,7.0,0.0
2026-08-14,0.038356164383561646,345.0,call,7.45,0.0,0.0,0.000986552734375,18.0,0.0
2026-08-14,0.038356164383561646,350.0,call,4.82,0.0,0.0,0.015634843750000002,219.0,0.0
2026-08-14,0.038356164383561646,355.0,call,3.0,0.0,0.0,0.0312596875,30.0,0.0
2026-08-14,0.038356164383561646,360.0,call,1.6,0.0,0.0,0.062509375,81.0,0.0
2026-08-14,0.038356164383561646,365.0,call,0.95,0.0,0.0,0.062509375,16.0,0.0
2026-08-14,0.038356164383561646,370.0,call,0.43,0.0,0.0,0.062509375,18.0,0.0
2026-08-14,0.038356164383561646,375.0,call,0.33,0.0,0.0,0.062509375,29.0,0.0
2026-08-14,0.038356164383561646,380.0,call,0.72,0.0,0.0,0.12500875,7.0,0.0
2026-08-14,0.038356164383561646,385.0,call,0.3,0.0,0.0,0.12500875,20.0,0.0
2026-08-14,0.038356164383561646,390.0,call,0.17,0.0,0.0,0.12500875,27.0,0.0
2026-08-14,0.038356164383561646,400.0,call,0.59,0.0,0.0,0.12500875,2.0,0.0
2026-08-14,0.038356164383561646,405.0,call,1.08,,0.0,0.12500875,,0.0
2026-08-14,0.038356164383561646,175.0,put,0.01,0.0,0.0,0.500005,,0.0
2026-08-14,0.038356164383561646,260.0,put,0.03,0.0,0.0,0.2500075,1.0,0.0
2026-08-14,0.038356164383561646,270.0,put,0.05,0.0,0.0,0.2500075,1.0,0.0
2026-08-14,0.038356164383561646,275.0,put,0.23,0.0,0.0,0.2500075,1.0,0.0
2026-08-14,0.038356164383561646,280.0,put,0.1,0.0,0.0,0.2500075,1.0,0.0
2026-08-14,0.038356164383561646,285.0,put,0.09,0.0,0.0,0.2500075,1.0,0.0
2026-08-14,0.038356164383561646,290.0,put,0.06,0.0,0.0,0.12500875,1.0,0.0
2026-08-14,0.038356164383561646,295.0,put,0.1,0.0,0.0,0.12500875,1.0,0.0
2026-08-14,0.038356164383561646,300.0,put,0.13,0.0,0.0,0.12500875,10.0,0.0
2026-08-14,0.038356164383561646,305.0,put,0.12,0.0,0.0,0.12500875,8.0,0.0
2026-08-14,0.038356164383561646,310.0,put,0.3,0.0,0.0,0.12500875,13.0,0.0
2026-08-14,0.038356164383561646,315.0,put,0.42,0.0,0.0,0.12500875,7.0,0.0
2026-08-14,0.038356164383561646,320.0,put,0.85,0.0,0.0,0.062509375,34.0,0.0
2026-08-14,0.038356164383561646,325.0,put,1.24,0.0,0.0,0.062509375,88.0,0.0
2026-08-14,0.038356164383561646,330.0,put,2.08,0.0,0.0,0.062509375,77.0,0.0
2026-08-14,0.038356164383561646,335.0,put,2.56,0.0,0.0,0.0312596875,65.0,0.0
2026-08-14,0.038356164383561646,340.0,put,4.38,0.0,0.0,0.015634843750000002,52.0,0.0
2026-08-14,0.038356164383561646,345.0,put,6.15,0.0,0.0,1.0000000000000003e-05,107.0,0.0
2026-08-14,0.038356164383561646,350.0,put,9.2,0.0,0.0,1.0000000000000003e-05,17.0,0.0
2026-08-14,0.038356164383561646,355.0,put,6.35,0.0,0.0,1.0000000000000003e-05,8.0,0.0
2026-08-14,0.038356164383561646,360.0,put,13.6,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-08-14,0.038356164383561646,365.0,put,14.75,0.0,0.0,1.0000000000000003e-05,,0.0
2026-08-14,0.038356164383561646,380.0,put,34.65,0.0,0.0,1.0000000000000003e-05,,0.0
2026-08-21,0.057534246575342465,150.0,call,163.72,184.65,188.55,1.0000000000000003e-05,3.0,0.0
2026-08-21,0.057534246575342465,155.0,call,178.45,0.0,0.0,1.0000000000000003e-05,55.0,0.0
2026-08-21,0.057534246575342465,160.0,call,146.8,143.05,146.6,1.0000000000000003e-05,,0.0
2026-08-21,0.057534246575342465,165.0,call,168.68,0.0,0.0,1.0000000000000003e-05,5.0,0.0
2026-08-21,0.057534246575342465,170.0,call,148.55,165.1,169.2,1.0000000000000003e-05,,1.0
2026-08-21,0.057534246575342465,175.0,call,122.0,129.8,132.6,1.0000000000000003e-05,,1.0
2026-08-21,0.057534246575342465,180.0,call,163.63,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-08-21,0.057534246575342465,185.0,call,148.45,0.0,0.0,1.0000000000000003e-05,80.0,0.0
2026-08-21,0.057534246575342465,190.0,call,143.4,0.0,0.0,1.0000000000000003e-05,20.0,0.0
2026-08-21,0.057534246575342465,195.0,call,139.1,0.0,0.0,1.0000000000000003e-05,225.0,0.0
2026-08-21,0.057534246575342465,200.0,call,133.67,0.0,0.0,1.0000000000000003e-05,94.0,0.0
2026-08-21,0.057534246575342465,210.0,call,137.58,0.0,0.0,1.0000000000000003e-05,5.0,0.0
2026-08-21,0.057534246575342465,220.0,call,113.5,0.0,0.0,1.0000000000000003e-05,61.0,0.0
2026-08-21,0.057534246575342465,225.0,call,119.7,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-08-21,0.057534246575342465,230.0,call,104.02,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-08-21,0.057534246575342465,240.0,call,116.72,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-08-21,0.057534246575342465,250.0,call,93.5,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-08-21,0.057534246575342465,260.0,call,85.23,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-08-21,0.057534246575342465,265.0,call,69.88,0.0,0.0,1.0000000000000003e-05,20.0,0.0
2026-08-21,0.057534246575342465,270.0,call,58.55,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-08-21,0.057534246575342465,275.0,call,69.45,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-08-21,0.057534246575342465,280.0,call,74.6,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-08-21,0.057534246575342465,285.0,call,64.61,0.0,0.0,1.0000000000000003e-05,10.0,0.0
2026-08-21,0.057534246575342465,290.0,call,63.9,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-08-21,0.057534246575342465,295.0,call,62.18,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-08-21,0.057534246575342465,300.0,call,46.81,0.0,0.0,1.0000000000000003e-05,5.0,0.0
2026-08-21,0.057534246575342465,305.0,call,45.1,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-08-21,0.057534246575342465,310.0,call,41.52,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-08-21,0.057534246575342465,315.0,call,35.25,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-08-21,0.057534246575342465,320.0,call,27.75,0.0,0.0,1.0000000000000003e-05,207.0,0.0
2026-08-21,0.057534246575342465,322.5,call,25.75,0.0,0.0,1.0000000000000003e-05,,0.0
2026-08-21,0.057534246575342465,325.0,call,26.6,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-08-21,0.057534246575342465,327.5,call,24.54,0.0,0.0,1.0000000000000003e-05,,0.0
2026-08-21,0.057534246575342465,330.0,call,18.19,0.0,0.0,1.0000000000000003e-05,91.0,0.0
2026-08-21,0.057534246575342465,332.5,call,18.87,0.0,0.0,1.0000000000000003e-05,22.0,0.0
2026-08-21,0.057534246575342465,335.0,call,15.25,0.0,0.0,1.0000000000000003e-05,313.0,0.0
2026-08-21,0.057534246575342465,337.5,call,13.28,0.0,0.0,1.0000000000000003e-05,4.0,0.0
2026-08-21,0.057534246575342465,340.0,call,11.58,0.0,0.0,1.0000000000000003e-05,438.0,0.0
2026-08-21,0.057534246575342465,342.5,call,10.1,0.0,0.0,1.0000000000000003e-05,27.0,0.0
2026-08-21,0.057534246575342465,345.0,call,8.49,0.0,0.0,0.000986552734375,578.0,0.0
2026-08-21,0.057534246575342465,347.5,call,6.98,0.0,0.0,0.007822421875,15.0,0.0
2026-08-21,0.057534246575342465,350.0,call,6.1,0.0,0.0,0.015634843750000002,649.0,0.0
2026-08-21,0.057534246575342465,352.5,call,5.28,0.0,0.0,0.015634843750000002,25.0,0.0
2026-08-21,0.057534246575342465,355.0,call,3.95,0.0,0.0,0.0312596875,3443.0,0.0
2026-08-21,0.057534246575342465,357.5,call,3.25,0.0,0.0,0.0312596875,17.0,0.0
2026-08-21,0.057534246575342465,360.0,call,2.63,0.0,0.0,0.0312596875,339.0,0.0
2026-08-21,0.057534246575342465,362.5,call,1.71,0.0,0.0,0.0312596875,16.0,0.0
2026-08-21,0.057534246575342465,365.0,call,1.63,0.0,0.0,0.062509375,3167.0,0.0
2026-08-21,0.057534246575342465,367.5,call,1.24,0.0,0.0,0.062509375,15.0,0.0
2026-08-21,0.057534246575342465,370.0,call,1.09,0.0,0.0,0.062509375,147.0,0.0
2026-08-21,0.057534246575342465,375.0,call,0.61,0.0,0.0,0.062509375,88.0,0.0
2026-08-21,0.057534246575342465,380.0,call,0.24,0.0,0.0,0.062509375,57.0,0.0
2026-08-21,0.057534246575342465,385.0,call,0.18,0.0,0.0,0.12500875,2.0,0.0
2026-08-21,0.057534246575342465,390.0,call,0.44,0.0,0.0,0.12500875,5.0,0.0
2026-08-21,0.057534246575342465,395.0,call,0.05,0.0,0.0,0.12500875,6.0,0.0
2026-08-21,0.057534246575342465,400.0,call,0.15,0.0,0.0,0.12500875,13.0,0.0
2026-08-21,0.057534246575342465,405.0,call,0.15,0.0,0.0,0.12500875,1.0,0.0
2026-08-21,0.057534246575342465,410.0,call,0.09,0.0,0.0,0.12500875,3.0,0.0
2026-08-21,0.057534246575342465,420.0,call,0.08,0.0,0.0,0.12500875,1.0,0.0
2026-08-21,0.057534246575342465,425.0,call,0.06,0.0,0.0,0.12500875,11.0,0.0
2026-08-21,0.057534246575342465,430.0,call,0.01,0.0,0.0,0.12500875,1.0,0.0
2026-08-21,0.057534246575342465,435.0,call,0.06,0.0,0.0,0.2500075,,0.0
2026-08-21,0.057534246575342465,440.0,call,0.53,0.0,0.0,0.2500075,2.0,0.0
2026-08-21,0.057534246575342465,445.0,call,0.19,0.0,0.0,0.2500075,2.0,0.0
2026-08-21,0.057534246575342465,450.0,call,0.02,0.0,0.0,0.2500075,2.0,0.0
2026-08-21,0.057534246575342465,460.0,call,0.09,0.0,0.0,0.2500075,4.0,0.0
2026-08-21,0.057534246575342465,470.0,call,0.15,0.0,0.0,0.2500075,2.0,0.0
2026-08-21,0.057534246575342465,475.0,call,0.1,0.0,0.0,0.2500075,1.0,0.0
2026-08-21,0.057534246575342465,490.0,call,0.01,0.0,0.0,0.2500075,,0.0
2026-08-21,0.057534246575342465,145.0,put,0.09,0.0,2.12,1.8032236401367183,6.0,48.0
2026-08-21,0.057534246575342465,150.0,put,0.11,0.0,1.24,1.5966817041015622,2.0,13.0
2026-08-21,0.057534246575342465,155.0,put,0.1,0.0,0.0,0.500005,3.0,0.0
2026-08-21,0.057534246575342465,160.0,put,0.02,0.0,0.0,0.500005,10.0,0.0
2026-08-21,0.057534246575342465,165.0,put,0.02,0.0,0.0,0.500005,20.0,0.0
2026-08-21,0.057534246575342465,170.0,put,0.31,0.0,0.72,1.272464575195312,30.0,47.0
2026-08-21,0.057534246575342465,175.0,put,0.11,0.0,0.0,0.500005,5.0,0.0
2026-08-21,0.057534246575342465,180.0,put,0.1,0.0,0.0,0.500005,6.0,0.0
2026-08-21,0.057534246575342465,185.0,put,1.06,0.0,0.0,0.500005,4.0,0.0
2026-08-21,0.057534246575342465,190.0,put,0.06,0.0,0.0,0.500005,55.0,0.0
2026-08-21,0.057534246575342465,195.0,put,0.17,0.0,2.13,1.241703010253906,1.0,99.0
2026-08-21,0.057534246575342465,200.0,put,0.01,0.0,0.0,0.500005,1.0,0.0
2026-08-21,0.057534246575342465,205.0,put,0.06,0.0,0.0,0.500005,,0.0
2026-08-21,0.057534246575342465,210.0,put,0.01,0.0,0.0,0.500005,3.0,0.0
2026-08-21,0.057534246575342465,215.0,put,0.02,0.0,0.0,0.500005,3.0,0.0
2026-08-21,0.057534246575342465,220.0,put,0.08,0.0,0.0,0.2500075,12.0,0.0
2026-08-21,0.057534246575342465,225.0,put,0.05,0.0,0.0,0.2500075,1.0,0.0
2026-08-21,0.057534246575342465,230.0,put,0.02,0.0,0.0,0.2500075,1.0,0.0
2026-08-21,0.057534246575342465,235.0,put,0.02,0.0,0.0,0.2500075,1.0,0.0
2026-08-21,0.057534246575342465,240.0,put,0.1,0.0,0.0,0.2500075,1.0,0.0
2026-08-21,0.057534246575342465,245.0,put,0.01,0.0,0.0,0.2500075,47.0,0.0
2026-08-21,0.057534246575342465,250.0,put,0.05,0.0,0.0,0.2500075,2.0,0.0
2026-08-21,0.057534246575342465,255.0,put,0.11,0.0,0.0,0.2500075,3.0,0.0
2026-08-21,0.057534246575342465,260.0,put,0.05,0.0,0.0,0.2500075,3.0,0.0
2026-08-21,0.057534246575342465,265.0,put,0.02,0.0,0.0,0.2500075,14.0,0.0
2026-08-21,0.057534246575342465,270.0,put,0.08,0.0,0.0,0.2500075,5.0,0.0
2026-08-21,0.057534246575342465,275.0,put,0.05,0.0,0.0,0.2500075,4.0,0.0
2026-08-21,0.057534246575342465,280.0,put,0.1,0.0,0.0,0.12500875,18.0,0.0
2026-08-21,0.057534246575342465,285.0,put,0.1,0.0,0.0,0.12500875,24.0,0.0
2026-08-21,0.057534246575342465,290.0,put,0.1,0.0,0.0,0.12500875,53.0,0.0
2026-08-21,0.057534246575342465,295.0,put,0.2,0.0,0.0,0.12500875,19.0,0.0
2026-08-21,0.057534246575342465,300.0,put,0.24,0.0,0.0,0.12500875,41.0,0.0
2026-08-21,0.057534246575342465,305.0,put,0.45,0.0,0.0,0.12500875,1.0,0.0
2026-08-21,0.057534246575342465,310.0,put,0.42,0.0,0.0,0.12500875,6.0,0.0
2026-08-21,0.057534246575342465,315.0,put,0.91,0.0,0.0,0.062509375,183.0,0.0
2026-08-21,0.057534246575342465,320.0,put,1.33,0.0,0.0,0.062509375,147.0,0.0
2026-08-21,0.057534246575342465,322.5,put,1.34,0.0,0.0,0.062509375,30.0,0.0
2026-08-21,0.057534246575342465,325.0,put,2.04,0.0,0.0,0.062509375,268.0,0.0
2026-08-21,0.057534246575342465,327.5,put,2.38,0.0,0.0,0.062509375,294.0,0.0
2026-08-21,0.057534246575342465,330.0,put,2.8,0.0,0.0,0.0312596875,232.0,0.0
2026-08-21,0.057534246575342465,332.5,put,3.44,0.0,0.0,0.0312596875,228.0,0.0
2026-08-21,0.057534246575342465,335.0,put,3.65,0.0,0.0,0.0312596875,1283.0,0.0
2026-08-21,0.057534246575342465,337.5,put,4.9,0.0,0.0,0.015634843750000002,221.0,0.0
2026-08-21,0.057534246575342465,340.0,put,5.8,0.0,0.0,0.015634843750000002,1306.0,0.0
2026-08-21,0.057534246575342465,342.5,put,6.5,0.0,0.0,0.007822421875,29.0,0.0
2026-08-21,0.057534246575342465,345.0,put,7.75,0.0,0.0,1.0000000000000003e-05,211.0,0.0
2026-08-21,0.057534246575342465,347.5,put,8.57,0.0,0.0,1.0000000000000003e-05,8.0,0.0
2026-08-21,0.057534246575342465,350.0,put,10.0,0.0,0.0,1.0000000000000003e-05,74.0,0.0
2026-08-21,0.057534246575342465,352.5,put,9.3,0.0,0.0,1.0000000000000003e-05,217.0,0.0
2026-08-21,0.057534246575342465,355.0,put,13.0,0.0,0.0,1.0000000000000003e-05,30.0,0.0
2026-08-21,0.057534246575342465,357.5,put,12.39,0.0,0.0,1.0000000000000003e-05,4.0,0.0
2026-08-21,0.057534246575342465,360.0,put,14.23,0.0,0.0,1.0000000000000003e-05,26.0,0.0
2026-08-21,0.057534246575342465,362.5,put,13.48,0.0,0.0,1.0000000000000003e-05,14.0,0.0
2026-08-21,0.057534246575342465,365.0,put,15.11,0.0,0.0,1.0000000000000003e-05,28.0,0.0
2026-08-21,0.057534246575342465,370.0,put,21.8,0.0,0.0,1.0000000000000003e-05,27.0,0.0
2026-08-21,0.057534246575342465,375.0,put,23.45,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-08-21,0.057534246575342465,380.0,put,30.5,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-08-21,0.057534246575342465,385.0,put,28.6,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-08-21,0.057534246575342465,390.0,put,88.4,57.4,58.5,0.8187273986816406,,1.0
2026-08-21,0.057534246575342465,400.0,put,75.9,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-08-21,0.057534246575342465,420.0,put,113.8,83.6,87.0,0.9381720050048827,1.0,0.0
2026-08-21,0.057534246575342465,440.0,put,126.25,103.0,106.9,1.0455369989013674,,0.0
2026-08-28,0.07671232876712329,175.0,call,172.4,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-08-28,0.07671232876712329,190.0,call,150.3,0.0,0.0,1.0000000000000003e-05,,0.0
2026-08-28,0.07671232876712329,230.0,call,117.5,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-08-28,0.07671232876712329,235.0,call,111.85,0.0,0.0,1.0000000000000003e-05,142.0,0.0
2026-08-28,0.07671232876712329,240.0,call,101.55,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-08-28,0.07671232876712329,245.0,call,96.7,0.0,0.0,1.0000000000000003e-05,20.0,0.0
2026-08-28,0.07671232876712329,250.0,call,91.95,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-08-28,0.07671232876712329,255.0,call,93.6,0.0,0.0,1.0000000000000003e-05,6.0,0.0
2026-08-28,0.07671232876712329,260.0,call,86.7,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-08-28,0.07671232876712329,265.0,call,83.9,0.0,0.0,1.0000000000000003e-05,238.0,0.0
2026-08-28,0.07671232876712329,270.0,call,71.95,0.0,0.0,1.0000000000000003e-05,3.0,0.0
2026-08-28,0.07671232876712329,275.0,call,67.45,0.0,0.0,1.0000000000000003e-05,17.0,0.0
2026-08-28,0.07671232876712329,280.0,call,69.75,0.0,0.0,1.0000000000000003e-05,130.0,0.0
2026-08-28,0.07671232876712329,285.0,call,63.3,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-08-28,0.07671232876712329,290.0,call,53.25,0.0,0.0,1.0000000000000003e-05,,0.0
2026-08-28,0.07671232876712329,295.0,call,47.9,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-08-28,0.07671232876712329,300.0,call,50.95,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-08-28,0.07671232876712329,305.0,call,37.55,0.0,0.0,1.0000000000000003e-05,,0.0
2026-08-28,0.07671232876712329,310.0,call,41.85,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-08-28,0.07671232876712329,315.0,call,36.05,0.0,0.0,1.0000000000000003e-05,2.0,0.0
